"PointID","x","y","Pressure","Velocity_x","Velocity_y","Nu_Tilde"
192, 9.588773100000000e-01, -4.259190000000000e-03, -1.694680864812799e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
193, 9.648882400000000e-01, -3.649670000000000e-03, -1.590157606692852e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
194, 9.704403800000000e-01, -3.082790000000000e-03, -1.450168893396974e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
195, 9.755282600000000e-01, -2.559980000000000e-03, -1.424824208759281e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
196, 9.801468400000000e-01, -2.082630000000000e-03, -1.238330925770564e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
197, 9.842915800000001e-01, -1.651980000000000e-03, -1.048515785436639e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
198, 9.879583800000000e-01, -1.269180000000000e-03, -9.809159411631525e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
199, 9.911436300000001e-01, -9.352700000000000e-04, -8.693783920107825e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
200, 9.938441700000000e-01, -6.511500000000000e-04, -8.499587427076962e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
201, 9.960573500000000e-01, -4.176100000000000e-04, -8.133501152566022e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
202, 9.977809800000000e-01, -2.352900000000000e-04, -7.581631416995885e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
203, 9.990133600000000e-01, -1.047000000000000e-04, -7.246336262820102e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
204, 9.997532800000000e-01, -2.619000000000000e-05, -8.308611503560421e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
297, 8.801560750000216e-01, 1.185669999999801e-02, -2.765187964331305e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
298, 8.697699200000217e-01, 1.280856499999803e-02, -2.968806634117765e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
299, 8.590188500000001e-01, 1.378199499999999e-02, -3.187498985079903e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
300, 8.479134700000431e-01, 1.477495499999617e-02, -3.437491681751367e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
301, 8.364647400000217e-01, 1.578538999999810e-02, -3.705275267694490e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
302, 8.246839600000000e-01, 1.681124000000000e-02, -3.871265717919904e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
303, 8.125827600001293e-01, 1.785042999998897e-02, -4.124335361786267e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
304, 8.001730800000215e-01, 1.890087499999819e-02, -4.465584316239234e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
305, 7.874671600000216e-01, 1.996046499999821e-02, -4.528001068432673e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
306, 7.744775450000002e-01, 2.102707499999998e-02, -4.824622873596327e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
307, 7.612170550000217e-01, 2.209856999999826e-02, -5.158495463681703e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
308, 7.476987750000216e-01, 2.317278999999830e-02, -5.427343333736492e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
309, 7.339360450000217e-01, 2.424754499999832e-02, -5.660600466848377e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
310, 7.199424500000000e-01, 2.532062000000000e-02, -5.831891512052201e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
311, 7.057318000000001e-01, 2.638977499999999e-02, -5.933774535174738e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
312, 6.913181150000002e-01, 2.745273499999999e-02, -6.244785502145817e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
313, 6.767156200000217e-01, 2.850717999999845e-02, -6.702672973364603e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
314, 6.619387300000217e-01, 2.955075999999849e-02, -6.637743481595861e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
315, 6.470020250000001e-01, 3.058109499999999e-02, -7.070385461555596e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
316, 6.319202450000864e-01, 3.159574499999426e-02, -7.174426228951755e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
317, 6.167082800000216e-01, 3.259223499999860e-02, -7.636939531015031e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
318, 6.013811400000001e-01, 3.356805499999999e-02, -7.627664910722215e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
319, 5.859539450000217e-01, 3.452065499999869e-02, -7.919762253058681e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
320, 5.704419250000001e-01, 3.544744499999999e-02, -8.299320669243888e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
321, 5.548603900000000e-01, 3.634579500000000e-02, -8.522355801992271e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
322, 5.392247099999784e-01, 3.721306000000117e-02, -8.874373024197982e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
323, 5.235503200000000e-01, 3.804656500000000e-02, -9.700743130681380e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
324, 5.078526900000001e-01, 3.884361500000000e-02, -9.689212642301998e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
325, 4.921473100000000e-01, 3.960151500000000e-02, -9.647053479317526e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
326, 4.764496800000217e-01, 4.031757499999904e-02, -9.802192543610316e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
327, 4.607752900000000e-01, 4.098911000000000e-02, -1.038254279401797e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
328, 4.451396100000433e-01, 4.161345999999834e-02, -1.081408916191547e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
329, 4.295580750000000e-01, 4.218800500000000e-02, -1.076855594870667e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
330, 4.140460550000000e-01, 4.271017000000000e-02, -1.142548850980265e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
331, 3.986188600000109e-01, 4.317744499999969e-02, -1.153818251044023e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
332, 3.832917200000217e-01, 4.358739499999946e-02, -1.166781336350419e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
333, 3.680797550000217e-01, 4.393768999999954e-02, -1.150555226110804e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
334, 3.529979750000325e-01, 4.422609499999944e-02, -1.199447582680495e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
335, 3.380612699999891e-01, 4.445049000000014e-02, -1.264268099954577e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
336, 3.232843800000217e-01, 4.460890999999981e-02, -1.259815525406739e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
337, 3.086818850000325e-01, 4.469953499999987e-02, -1.287133162434159e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
338, 2.942682000000217e-01, 4.472069500000002e-02, -1.397962505779702e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
339, 2.800575500000109e-01, 4.467091000000006e-02, -1.407930674433447e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
340, 2.660639550000217e-01, 4.454888500000025e-02, -1.369268345077738e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
341, 2.523012250000271e-01, 4.435352000000046e-02, -1.434094879185714e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
342, 2.387829450000162e-01, 4.408393500000037e-02, -1.427604761518818e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
343, 2.255224550000217e-01, 4.373945500000063e-02, -1.488423161652692e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
344, 2.125328400000271e-01, 4.331962500000096e-02, -1.582161362464932e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
345, 1.998269200000219e-01, 4.282421500000093e-02, -1.521861102245918e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
346, 1.874172400000162e-01, 4.225322500000081e-02, -1.514851617862396e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
347, 1.753160400000108e-01, 4.160689000000062e-02, -1.534430466048333e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
348, 1.635352600000108e-01, 4.088566500000070e-02, -1.577006573067475e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
349, 1.520865300000108e-01, 4.009021500000080e-02, -1.537829829833871e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
350, 1.409811500000056e-01, 3.922143000000046e-02, -1.499426425435609e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
351, 1.302300800000162e-01, 3.828041500000150e-02, -1.656889065989299e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
352, 1.198439250000082e-01, 3.726846000000084e-02, -1.544773993230659e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
353, 1.233600000000000e-04, 1.042170000000000e-03, 4.515542792217716e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
354, 1.233600000000000e-04, -1.042170000000000e-03, 5.420510438663497e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
355, 1.198439249999921e-01, -3.726845999999919e-02, -1.638459228731456e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
356, 1.302300799999838e-01, -3.828041499999850e-02, -1.587005797713185e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
357, 1.409811499999946e-01, -3.922142999999955e-02, -1.552613537611269e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
358, 1.520865299999892e-01, -4.009020999999920e-02, -1.663878969643103e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
359, 1.635352599999947e-01, -4.088565999999966e-02, -1.652346710124072e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
360, 1.753160399999892e-01, -4.160688999999938e-02, -1.637010347943429e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
361, 1.874172399999836e-01, -4.225322499999919e-02, -1.565504938214894e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
362, 1.998269199999781e-01, -4.282421499999907e-02, -1.542500650803302e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
363, 2.125328399999729e-01, -4.331962499999904e-02, -1.471310184221638e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
364, 2.255224549999783e-01, -4.373945499999937e-02, -1.477287106048800e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
365, 2.387829449999838e-01, -4.408393499999963e-02, -1.430330159687405e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
366, 2.523012249999892e-01, -4.435351999999981e-02, -1.435501977405360e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
367, 2.660639549999783e-01, -4.454888499999975e-02, -1.376794261418426e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
368, 2.800575500000000e-01, -4.467091000000000e-02, -1.334796116804772e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
369, 2.942681999999783e-01, -4.472069499999998e-02, -1.351259424691923e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
370, 3.086818849999675e-01, -4.469953500000012e-02, -1.376491389309396e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
371, 3.232843799999783e-01, -4.460891000000018e-02, -1.281086178844175e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
372, 3.380612699999566e-01, -4.445049000000056e-02, -1.300007290562804e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
373, 3.529979750000108e-01, -4.422609499999981e-02, -1.282459457460216e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
374, 3.680797549999891e-01, -4.393769000000023e-02, -1.190412443276677e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
375, 3.832917199999783e-01, -4.358739500000054e-02, -1.251336601568286e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
376, 3.986188599999892e-01, -4.317744500000031e-02, -1.211037930801043e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
377, 4.140460549999674e-01, -4.271017000000104e-02, -1.180769916544757e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
378, 4.295580750000000e-01, -4.218800500000000e-02, -1.148829119769195e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
379, 4.451396099999999e-01, -4.161346000000000e-02, -1.058626305342548e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
380, 4.607752900000000e-01, -4.098911000000000e-02, -1.040594265986349e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
381, 4.764496799999892e-01, -4.031757500000048e-02, -1.031391055470106e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
382, 4.921473099999999e-01, -3.960151500000000e-02, -9.868027562266080e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
383, 5.078526900000000e-01, -3.884361500000000e-02, -9.762228893398452e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
384, 5.235503199999999e-01, -3.804656500000000e-02, -9.589799238392055e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
385, 5.392247099999566e-01, -3.721306000000235e-02, -9.590500665508352e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
386, 5.548603900000000e-01, -3.634579500000000e-02, -8.900694025241124e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
387, 5.704419249999999e-01, -3.544744500000001e-02, -9.056473988208613e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
388, 5.859539449999784e-01, -3.452065500000132e-02, -8.594642360165414e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
389, 6.013811399999783e-01, -3.356805500000136e-02, -8.649434504196270e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
390, 6.167082799999783e-01, -3.259223500000140e-02, -8.153718233314203e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
391, 6.319202449999135e-01, -3.159574500000574e-02, -7.882921599657482e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
392, 6.470020249999999e-01, -3.058109500000001e-02, -7.578716212029567e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
393, 6.619387299999784e-01, -2.955076000000151e-02, -7.162411317529283e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
394, 6.767156199999567e-01, -2.850718000000309e-02, -6.910817602836457e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
395, 6.913181149999569e-01, -2.745273500000315e-02, -6.381296688233050e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
396, 7.057317999999999e-01, -2.638977500000001e-02, -6.115324351232676e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
397, 7.199424499999997e-01, -2.532062000000002e-02, -5.994980713275859e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
398, 7.339360449999782e-01, -2.424754500000168e-02, -5.919869371781790e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
399, 7.476987749999568e-01, -2.317279000000340e-02, -5.787088641100701e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
400, 7.612170549999784e-01, -2.209857000000173e-02, -5.507699211838593e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
401, 7.744775450000001e-01, -2.102707499999999e-02, -5.213393381272631e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
402, 7.874671599999784e-01, -1.996046500000179e-02, -4.985338682239543e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
403, 8.001730799999783e-01, -1.890087500000182e-02, -4.933785830326812e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
404, 8.125827599998706e-01, -1.785043000001103e-02, -4.755254198592034e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
405, 8.246839599999998e-01, -1.681124000000002e-02, -4.477404687166930e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
406, 8.364647399999784e-01, -1.578539000000189e-02, -4.138527413009459e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
407, 8.479134699999999e-01, -1.477495500000001e-02, -3.907297072594292e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
408, 8.590188499999999e-01, -1.378199500000001e-02, -3.760292584735683e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
409, 8.697699200000000e-01, -1.280856500000001e-02, -3.649461288907160e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
410, 8.801560749999785e-01, -1.185670000000199e-02, -3.363973006909145e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
